StockCode,Description,Total_Quantity,Total_Revenue,Total_Orders,Average_Daily_Demand,Maximum_Daily_Demand,Safety_Stock,Reorder_Level,Inventory_Status
47552A,DOTS IRONING BOARD COVER,12,23.4,11,1.0909090909090908,2,21.0,7.636363636363636,Healthy
47554,S/3 COLOURS FLOCK TEA TOWELS,1,2.55,1,1.0,1,10.5,7.0,Restock Soon
47556,SET/2 SPOTTY + ROSE TEA TOWELS ,1,2.55,1,1.0,1,10.5,7.0,Restock Soon
47556B,TEA TIME TEA TOWELS ,2601,7646.02,447,5.818791946308725,144,1512.0,40.73154362416108,Healthy
47556b,TEA TIME TEA TOWELS ,4,23.64,4,1.0,1,10.5,7.0,Restock Soon
47559B,TEA TIME OVEN GLOVE,3144,3870.64,432,7.277777777777778,100,1050.0,50.94444444444444,Overstock
47559b,TEA TIME OVEN GLOVE,68,225.93,18,3.7777777777777777,12,126.0,26.444444444444443,Healthy
47562,ENGLISH ROSE IRONING BOARD COVER,104,390.0,41,2.5365853658536586,6,63.0,17.75609756097561,Healthy
47563A,RETRO LONGBOARD IRONING BOARD COVER,61,300.68,49,1.2448979591836735,4,42.0,8.714285714285715,Healthy
47563B,WAVELINE SURF IRONING BOARD COVER,8,30.0,6,1.3333333333333333,3,31.5,9.333333333333332,Restock Soon
47566,PARTY BUNTING,10079,49664.12,1013,10.038844621513944,254,2667.0,70.2719123505976,Overstock
47566B,TEA TIME PARTY BUNTING,3452,14679.18,405,8.523456790123456,400,4200.0,59.66419753086419,Healthy
47566b,TEA TIME PARTY BUNTING,18,152.46,14,1.3846153846153846,3,31.5,9.692307692307692,Healthy
47567B,TEA TIME KITCHEN APRON,1585,8400.49,226,7.013274336283186,150,1575.0,49.0929203539823,Healthy
47567b,TEA TIME KITCHEN APRON,3,38.72,3,1.0,1,10.5,7.0,Restock Soon
47568,ENGLISH ROSE DESIGN PEG BAG,2384,4983.02,410,5.8288508557457215,150,1575.0,40.80195599022005,Healthy
47569,ENGLISH ROSE DESIGN SHOPPING BAG,1,2.55,1,1.0,1,10.5,7.0,Restock Soon
47570,ENGLISH ROSE TABLE CLOTH,220,2373.01,78,2.8205128205128207,50,525.0,19.743589743589745,Healthy
47570B,TEA TIME TABLE CLOTH,792,7937.64,196,4.040816326530612,50,525.0,28.285714285714285,Healthy
47570b,TEA TIME TABLE CLOTH,7,148.61,7,1.0,1,10.5,7.0,Healthy
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,28,140.28,16,1.75,4,42.0,12.25,Healthy
47574B,ENGLISH ROSE SCENTED HANGING HEART,45,191.25,25,1.8,6,63.0,12.6,Healthy
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,102,89.25,25,4.08,12,126.0,28.560000000000002,Healthy
47579,TEA TIME BREAKFAST BASKET,185,420.87,55,3.3636363636363638,18,189.0,23.545454545454547,Healthy
47580,TEA TIME DES TEA COSY,1305,3278.54,246,5.304878048780488,150,1575.0,37.13414634146341,Healthy
47581B,FAIRY CAKE WICKER PICNIC BASKET ,46,753.77,36,1.2777777777777777,3,31.5,8.944444444444443,Healthy
47583A,SET OF 3 WICKER BASKET ROSE,71,612.8199999999999,6,11.833333333333334,66,693.0,82.83333333333334,Restock Soon
47583B,SET OF 3 WICKER BASKET TEA AND CAKE,27,332.6,6,4.5,19,199.5,31.5,Restock Soon
47585A,PINK FAIRY CAKE CUSHION COVER,820,1483.44,65,12.615384615384615,360,3780.0,88.3076923076923,Healthy
47586A,PINK FAIRY CAKE CUSHION COVER,181,221.98,22,8.227272727272727,48,504.0,57.590909090909086,Healthy
47587A,PINK FAIRY CAKE COASTER,2706,1099.88,26,104.07692307692308,1200,12600.0,728.5384615384615,Healthy
47589,CONGRATULATIONS BUNTING,170,937.88,73,2.328767123287671,24,252.0,16.301369863013697,Healthy
47590A,BLUE HAPPY BIRTHDAY BUNTING,2836,14051.130000000001,307,9.237785016286646,400,4200.0,64.66449511400651,Healthy
47590B,PINK HAPPY BIRTHDAY BUNTING,3445,17482.81,486,7.088477366255144,400,4200.0,49.61934156378601,Healthy
47590a,BLUE HAPPY BIRTHDAY BUNTING,1,11.02,1,1.0,1,10.5,7.0,Restock Soon
47590b,PINK HAPPY BIRTHDAY BUNTING,1,11.02,1,1.0,1,10.5,7.0,Restock Soon
47591A,CAROUSEL CHILDRENS APRON,29,47.97,12,2.4166666666666665,6,63.0,16.916666666666664,Healthy
47591A,CAROUSEL DES CHILD'S APRON,134,221.57,58,2.310344827586207,16,168.0,16.17241379310345,Healthy
47591B,SCOTTIES CHILDRENS APRON,600,941.63,139,4.316546762589928,120,1260.0,30.215827338129493,Healthy
47591B,SCOTTIES DES CHILD'S APRON,300,500.83,98,3.061224489795918,32,336.0,21.428571428571427,Healthy
47591C,BLUE FAIRY CAKE CHILD'S APRON,1047,2004.6299999999999,155,6.754838709677419,50,525.0,47.28387096774193,Healthy
47591C,BLUE FAIRY CAKE CHILDRENS APRON,4,7.8,4,1.0,1,10.5,7.0,Restock Soon
47591D,PINK FAIRY CAKE CHILD'S APRON,3438,6339.17,389,8.883720930232558,150,1575.0,62.18604651162791,Overstock
47591D,PINK FAIRY CAKE CHILDRENS APRON,2868,5293.6,333,8.63855421686747,150,1575.0,60.4698795180723,Healthy
47591b,SCOTTIES CHILDRENS APRON,7,29.47,3,2.3333333333333335,3,31.5,16.333333333333336,Restock Soon
47591c,BLUE FAIRY CAKE CHILD'S APRON,4,16.84,3,1.3333333333333333,2,21.0,9.333333333333332,Restock Soon
47591d,PINK FAIRY CAKE CHILDRENS APRON,156,789.36,18,8.666666666666666,25,262.5,60.666666666666664,Healthy
47592A,CAROUSEL CHILDRENS OVERALL,74,139.56,27,2.740740740740741,25,262.5,19.185185185185187,Healthy
47592A,CAROUSEL DES CHILD'S OVERALL,257,497.81,74,3.472972972972973,24,252.0,24.31081081081081,Healthy
47592B,SCOTTIE DOGS CHILDRENS OVERALL,3,6.300000000000001,1,3.0,3,31.5,21.0,Restock Soon
47592B,SCOTTIES DESIGN CHILD'S OVERALL,64,125.6,28,2.2857142857142856,6,63.0,16.0,Healthy
47593A,CAROUSEL DESIGN BABY BIB,164,169.4,53,3.0943396226415096,24,252.0,21.660377358490567,Healthy
47593A,CAROUSEL PONIES BABY BIB,106,122.9,32,3.3125,24,252.0,23.1875,Healthy
47593B,SCOTTIE DOGS BABY BIB,185,184.45,67,2.7611940298507465,24,252.0,19.328358208955226,Healthy
47593B,SCOTTIES DESIGN BABY BIB,194,212.06,52,3.730769230769231,17,178.5,26.115384615384617,Healthy
47593a,CAROUSEL DESIGN BABY BIB,1,2.51,1,1.0,1,10.5,7.0,Restock Soon
47594A,CAROUSEL DESIGN WASHBAG,238,484.61999999999995,57,4.175438596491228,12,126.0,29.228070175438596,Healthy
47594B,SCOTTIES DESIGN WASHBAG,238,493.84,66,3.606060606060606,12,126.0,25.242424242424242,Healthy
47594a,CAROUSEL DESIGN WASHBAG,1,4.21,1,1.0,1,10.5,7.0,Restock Soon
47597,NEW ENGLAND TEATOWELS,322,644.88,124,2.596774193548387,12,126.0,18.177419354838708,Overstock
47598,NEW ENGLAND EGG WARMER,138,89.12,32,4.3125,12,126.0,30.1875,Healthy
47599A,PINK PARTY BAGS,3587,6692.78,209,17.245192307692307,600,6300.0,120.71634615384615,Healthy
47599B,BLUE PARTY BAGS ,2087,3997.7200000000003,173,12.133720930232558,240,2520.0,84.93604651162791,Healthy
48103,DOOR MAT KISS MY.......,13,95.15,8,1.625,2,21.0,11.375,Healthy
48103,DOORMAT KISS MY.......,22,106.58,2,11.0,20,210.0,77.0,Restock Soon
48111,DOOR MAT 3 SMILEY CATS,1829,10532.27,284,6.4628975265017665,200,2100.0,45.24028268551237,Healthy
48111,DOORMAT 3 SMILEY CATS,1300,8243.24,224,5.909090909090909,300,3150.0,41.36363636363637,Healthy
48116,DOOR MAT MULTICOLOUR STRIPE,1102,7078.28,239,4.610878661087866,120,1260.0,32.27615062761506,Healthy
48116,DOORMAT MULTICOLOUR STRIPE,866,4628.76,61,14.19672131147541,300,3150.0,99.37704918032786,Healthy
48129,DOOR MAT TOPIARY,1040,6681.38,206,5.048543689320389,150,1575.0,35.33980582524272,Healthy
48129,DOORMAT TOPIARY,1201,7061.75,139,8.640287769784173,300,3150.0,60.48201438848921,Healthy
48138,DOOR MAT UNION FLAG,3775,24770.81,673,5.609212481426448,200,2100.0,39.26448736998514,Healthy
48138,DOORMAT UNION FLAG,2631,17324.79,399,6.610552763819095,300,3150.0,46.27386934673367,Healthy
48173A,DOOR MAT BLUE FLOCK,1,6.75,1,1.0,1,10.5,7.0,Restock Soon
48173C,DOOR MAT BLACK FLOCK ,1233,7100.21,180,6.85,200,2100.0,47.949999999999996,Healthy
48173C,DOORMAT BLACK FLOCK ,1067,6194.95,141,7.567375886524823,300,3150.0,52.97163120567376,Healthy
48173c,DOOR MAT BLACK FLOCK ,16,218.58,12,1.3333333333333333,2,21.0,9.333333333333332,Healthy
48173c,DOORMAT BLACK FLOCK ,47,787.86,20,2.473684210526316,7,73.5,17.315789473684212,Healthy
48175,DOOR MAT CAMOUFLAGE,39,158.04,2,19.5,38,399.0,136.5,Restock Soon
48179,DOOR MAT SWEET HOME,34,214.47,11,3.090909090909091,21,220.5,21.636363636363637,Healthy
48184,DOOR MAT ENGLISH ROSE ,1481,9816.33,325,4.556923076923077,120,1260.0,31.89846153846154,Healthy
48184,DOORMAT ENGLISH ROSE ,1254,7434.84,131,9.572519083969466,300,3150.0,67.00763358778626,Healthy
48185,DOOR MAT FAIRY CAKE,1727,11532.31,386,4.474093264248705,120,1260.0,31.318652849740932,Healthy
48185,DOORMAT FAIRY CAKE,1513,10645.77,248,6.100806451612903,300,3150.0,42.70564516129032,Healthy
48187,DOOR MAT NEW ENGLAND,2023,13201.61,464,4.359913793103448,120,1260.0,30.51939655172414,Healthy
48187,DOORMAT NEW ENGLAND,1565,9716.85,238,6.57563025210084,300,3150.0,46.029411764705884,Healthy
48188,DOOR MAT WELCOME PUPPIES,1458,8429.7,270,5.440298507462686,201,2110.5,38.082089552238806,Healthy
48188,DOORMAT WELCOME PUPPIES,1367,8238.49,147,9.299319727891156,300,3150.0,65.09523809523809,Healthy
48189,DOOR MAT FRIENDSHIP ,468,3420.2400000000002,179,2.6145251396648046,20,210.0,18.30167597765363,Overstock
48189,DOORMAT FRIENDSHIP ,827,4615.91,79,10.468354430379748,300,3150.0,73.27848101265823,Healthy
48194,DOOR MAT HEARTS,1700,10298.44,316,5.379746835443038,200,2100.0,37.65822784810127,Healthy
48194,DOORMAT HEARTS,2719,17129.61,460,5.910869565217391,300,3150.0,41.37608695652174,Healthy
48195,DOOR MAT GREEN PAISLEY ,268,1613.56,86,3.116279069767442,120,1260.0,21.813953488372093,Healthy
48195,DOORMAT GREEN PAISLEY ,1,14.43,1,1.0,1,10.5,7.0,Restock Soon
48197,DOOR MAT BIRD ON THE WIRE,667,4691.77,202,3.3686868686868685,150,1575.0,23.58080808080808,Healthy
48197,DOORMAT BIRD ON THE WIRE,231,1213.8700000000001,23,10.043478260869565,192,2016.0,70.30434782608695,Healthy
51008,AFGHAN SLIPPER SOCK PAIR,2346,7488.7,62,37.83870967741935,300,3150.0,264.8709677419355,Healthy
51012C,"FEATHER DUSTER, COAL BLACK",171,213.75,27,6.333333333333333,24,252.0,44.33333333333333,Healthy
51012L,"FEATHER DUSTER, LIGHT PINK",10,12.5,6,1.6666666666666667,2,21.0,11.666666666666668,Restock Soon
51014A,"FEATHER PEN,HOT PINK",2858,2585.14,142,20.12676056338028,288,3024.0,140.88732394366195,Healthy
51014C,"FEATHER PEN,COAL BLACK",1679,1430.69,97,17.309278350515463,288,3024.0,121.16494845360825,Healthy
51014L,"FEATHER PEN,LIGHT PINK",1398,1163.41,78,17.923076923076923,288,3024.0,125.46153846153847,Healthy
51020A,SUMMER FUN DESIGN SHOWER CAP,979,348.22999999999996,33,29.666666666666668,288,3024.0,207.66666666666669,Healthy
51020B,STRIPY DESIGN SHOWER CAP,890,421.29999999999995,47,18.93617021276596,240,2520.0,132.55319148936172,Healthy
62018,SOMBRERO ,5155,6739.85,69,74.71014492753623,800,8400.0,522.9710144927536,Healthy
62043B,BLUE CHECK BAG W HANDLE 34X20CM,37,61.050000000000004,5,7.4,28,294.0,51.800000000000004,Restock Soon
62074B,ELEPHANT CLIP W SUCTION CUP,22,9.24,8,2.75,6,63.0,19.25,Healthy
62086A,PINK RETRO BIG FLOWER BAG,25,48.75,10,2.5,6,63.0,17.5,Healthy
62094B,TURQ ICE CREAM BUM BAG ,287,619.84,60,4.783333333333333,50,525.0,33.483333333333334,Healthy
62095B,TURQOISE ICE CREAM SUNHAT,292,310.83,21,13.904761904761905,120,1260.0,97.33333333333334,Healthy
62096A,PINK/YELLOW FLOWERS HANDBAG,289,475.28999999999996,83,3.4819277108433737,30,315.0,24.373493975903617,Healthy
62096B,PURPLE/TURQ FLOWERS HANDBAG,255,439.49,81,3.1481481481481484,30,315.0,22.037037037037038,Healthy
62097A,PINK STRIPES SHOULDER BAG,3,8.850000000000001,3,1.0,1,10.5,7.0,Restock Soon
62097B,BLUE STRIPES SHOULDER BAG,2,5.9,1,2.0,2,21.0,14.0,Restock Soon
70006,LOVE HEART POCKET WARMER,1774,2365.64,182,9.747252747252746,360,3780.0,68.23076923076923,Healthy
70007,HI TEC ALPINE HAND WARMER,524,892.26,116,4.517241379310345,72,756.0,31.620689655172416,Healthy
71028B,SILVER BLUE EGG T-LIGHT HOLDER,494,227.48,13,38.0,120,1260.0,266.0,Healthy
71038,WHITE HANGING BEADS CANDLE HOLDER,485,2582.4500000000003,99,4.898989898989899,24,252.0,34.292929292929294,Healthy
71050,SMALL SINGLE FLAME CANDLE HOLDER,18,6.299999999999999,2,9.0,12,126.0,63.0,Restock Soon
71053,WHITE METAL LANTERN,3032,11235.54,428,7.100702576112412,120,1260.0,49.704918032786885,Overstock
71101A,ANGEL ON KNEES METAL POLE 100CM H,6,5.1,1,6.0,6,63.0,42.0,Restock Soon
71101E,STANDING FAIRY POLE SUPPORT ,431,347.63,25,17.24,96,1008.0,120.67999999999999,Healthy
71143,SILVER BOOK MARK WITH BEADS,178,335.65999999999997,66,2.696969696969697,10,105.0,18.87878787878788,Healthy
71215,METAL BASE FOR CANDLES,167,63.9,11,15.181818181818182,48,504.0,106.27272727272727,Healthy
71270,PHOTO CLIP LINE,139,196.67,34,4.088235294117647,24,252.0,28.61764705882353,Healthy
71279,PINK GLASS CANDLEHOLDER,125,437.35,42,2.9761904761904763,12,126.0,20.833333333333336,Healthy
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",102,377.99000000000007,38,2.6842105263157894,12,126.0,18.789473684210527,Healthy
71406C,BLACK ORANGE SQUEEZER,85,37.42,16,5.3125,12,126.0,37.1875,Healthy
71434B,"BLACK RND BULLET""KEEP CLEAN"" BIN",2,5.1,2,1.0,1,10.5,7.0,Restock Soon
71459,HANGING JAM JAR T-LIGHT HOLDER,19852,16231.62,583,34.10996563573883,1152,12096.0,238.76975945017182,Healthy
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,8971,25868.47,523,17.152963671128106,1152,12096.0,120.07074569789674,Healthy
71495A,CD WALL TIDY BLUE OFFICE,122,47.58,12,10.166666666666666,96,1008.0,71.16666666666666,Healthy
71495B,CD WALL TIDY RED FLOWERS,143,55.56,11,13.0,96,1008.0,91.0,Healthy
71496A,A4 WALL TIDY BLUE OFFICE,133,80.81,8,16.625,96,1008.0,116.375,Healthy
71496B,A4 WALL TIDY RED FLOWERS,2,1.3,2,1.0,1,10.5,7.0,Restock Soon
71510,SQUARE METAL CANDLEHOLDER BASE,125,75.53,9,13.88888888888889,72,756.0,97.22222222222223,Healthy
72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,3819,1531.4,215,17.76279069767442,144,1512.0,124.33953488372093,Overstock
72023F,RED ORGANIC CANDLE IN GLASS,640,669.62,49,13.061224489795919,240,2520.0,91.42857142857143,Healthy
72024U,LILAC VOTIVE CANDLE,148,31.08,8,18.5,24,252.0,129.5,Healthy
72038P,PRICE'S CANDLE PEACH,1050,116.5,9,116.66666666666667,200,2100.0,816.6666666666667,Healthy
72045D,ROSES ON BLUE TEACUP CANDLE ,539,918.65,6,89.83333333333333,504,5292.0,628.8333333333333,Restock Soon
72051S,BAG OF SILVER STONES,175,103.88,43,4.069767441860465,32,336.0,28.48837209302326,Healthy
72083A,STRAWBERY SWIRL FLARE CANDLE,24,50.400000000000006,7,3.4285714285714284,12,126.0,24.0,Healthy
72084B,CHOCOLATE ICE CREAM CANDLE,2,3.9,1,2.0,2,21.0,14.0,Restock Soon
72122,COFFEE SCENT PILLAR CANDLE,263,258.49,60,4.383333333333334,24,252.0,30.683333333333337,Healthy
72127,COLUMBIAN CANDLE ROUND ,224,269.08,39,5.743589743589744,48,504.0,40.205128205128204,Healthy
72128,COLUMBIAN CANDLE ROUND,531,298.69,54,9.833333333333334,144,1512.0,68.83333333333334,Healthy
72129,COLUMBIAN CANDLE ROUND ,74,49.11,18,4.111111111111111,12,126.0,28.777777777777775,Healthy
72130,COLUMBIAN CANDLE ROUND,595,208.34,34,17.5,144,1512.0,122.5,Healthy
72131,COLUMBIAN CANDLE RECTANGLE,625,481.22999999999996,41,15.24390243902439,144,1512.0,106.70731707317073,Healthy
72132,COLUMBIAN CUBE CANDLE,533,430.95,18,29.61111111111111,144,1512.0,207.27777777777777,Healthy
72133,COLUMBIAN CANDLE RECTANGLE,70,66.62,16,4.375,24,252.0,30.625,Healthy
72134,COLUMBIAN  CUBE CANDLE ,235,77.89,19,12.368421052631579,96,1008.0,86.57894736842105,Healthy
72140E,BEST DAD CANDLE LETTERS,187,130.37,21,8.904761904761905,72,756.0,62.333333333333336,Healthy
72140F,HAPPY ANNIVERSARY CANDLE LETTERS,175,69.18,14,12.5,72,756.0,87.5,Healthy
72225C,LAVENDER SCENT CAKE CANDLE,1302,300.78,21,62.0,576,6048.0,434.0,Healthy
72225D,VANILLA SCENT CAKE CANDLE ,962,219.45999999999998,11,87.45454545454545,576,6048.0,612.1818181818181,Healthy
72232,FENG SHUI PILLAR CANDLE,3061,581.5899999999999,58,52.775862068965516,576,6048.0,369.4310344827586,Healthy
72267,PREMIUM CHURCH CANDLE,265,530.16,45,5.888888888888889,48,504.0,41.22222222222223,Healthy
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1292,2630.51,178,7.258426966292135,96,1008.0,50.80898876404495,Healthy
72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,59,248.84,39,1.6857142857142857,5,52.5,11.8,Healthy
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2482,4909.84,251,9.928,144,1512.0,69.49600000000001,Healthy
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,3720,7252.6900000000005,321,11.588785046728972,288,3024.0,81.1214953271028,Healthy
72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,25,105.25,18,1.4705882352941178,5,52.5,10.294117647058824,Healthy
72369A,PINK CLEAR GLASS CANDLE PLATE,37,61.37,9,4.111111111111111,10,105.0,28.777777777777775,Healthy
72484,ROSES IN WHITE HEART CANDLE ,1818,991.38,64,28.40625,484,5082.0,198.84375,Healthy
72487,ROSES WHITE ROUND CANDLE,827,355.05,14,59.07142857142857,468,4914.0,413.5,Healthy
72529W,WHITE ADVENT CANDLE,464,918.75,47,9.872340425531915,128,1344.0,69.1063829787234,Healthy
72529w,WHITE ADVENT CANDLE,1,4.3,1,1.0,1,10.5,7.0,Restock Soon
72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",1059,453.99,58,18.25862068965517,600,6300.0,127.81034482758619,Healthy
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,557,241.67999999999998,46,12.108695652173912,72,756.0,84.76086956521739,Healthy
72598,SET/12 TAPER CANDLES,663,569.26,73,9.082191780821917,96,1008.0,63.57534246575342,Healthy
72606A,BROWN ANTIQUE CUBE CANDLE,226,94.92,18,12.555555555555555,96,1008.0,87.88888888888889,Healthy
72708,SCULPTED ROUND IVORY CANDLE ,44,9.24,5,8.8,21,220.5,61.60000000000001,Restock Soon
72709,IVORY SCULPTED RND CANDLE ,48,40.8,8,6.0,9,94.5,42.0,Healthy
72715,SPHERICAL IVORY CANDLE ,88,36.96,13,6.769230769230769,12,126.0,47.38461538461539,Healthy
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,36,45.0,10,3.6,12,126.0,25.2,Healthy
72728,ROSE SCENT CANDLES IN GLASS,643,523.15,54,11.907407407407407,153,1606.5,83.35185185185185,Healthy
72739B,WHITE CHOCOLATE SCENT CANDLE,394,328.39,28,14.592592592592593,144,1512.0,102.14814814814815,Healthy
72739C,DARK CHOCOLATE SCENTCANDLE,326,279.08,23,14.173913043478262,132,1386.0,99.21739130434783,Healthy
72740A,LARGE STRAWBERRY CHOCOLATE CANDLE,65,141.23,12,5.416666666666667,24,252.0,37.91666666666667,Healthy
72740B,LARGE WHITE CHOCOLATE CANDLE,1,5.06,1,1.0,1,10.5,7.0,Restock Soon
72741,GRAND CHOCOLATECANDLE,14155,19624.88,653,21.74347158218126,648,6804.0,152.20430107526883,Overstock
72750A,"F.FAIRY S/3 CANDLE/GLASS,LILY/VALLY",177,349.15000000000003,8,22.125,120,1260.0,154.875,Healthy
72750A,FLOWER FAIRY SET OF 3 LILY CANDLES,206,417.7,8,25.75,120,1260.0,180.25,Healthy
72750B,"F.FAIRY S/3 CANDLE/GLASS,LAVENDER",193,380.35,9,21.444444444444443,120,1260.0,150.1111111111111,Healthy
72750B,FLOWER FAIRY SET 3 CANDLES LAVENDER,303,666.85,30,10.1,80,840.0,70.7,Healthy
72750C,"F.FAIRY S/3 CANDLE/GLASS, ROSE",232,476.4,15,15.466666666666667,80,840.0,108.26666666666667,Healthy
72750D,F.FAIRY S/3 CANDLE/GLASS,110,226.5,11,10.0,32,336.0,70.0,Healthy
72751A,"F.FAIRY S/3 SML CANDLE,LILY/VALLEY",1,5.95,1,1.0,1,10.5,7.0,Restock Soon
72751B,"F.FAIRY S/3 SML CANDLE, LAVENDER",1,5.95,1,1.0,1,10.5,7.0,Restock Soon
72751C,"F.FAIRY S/3 SML CANDLE, ROSE",1,5.95,1,1.0,1,10.5,7.0,Restock Soon
72752A,"F.FAIRY,CANDLE IN GLASS,LILY/VALLEY",1,4.25,1,1.0,1,10.5,7.0,Restock Soon
72752B,"F.FAIRY,CANDLE IN GLASS,LAVENDER",3,12.75,2,1.5,2,21.0,10.5,Restock Soon
72753A,S/3 FLWR FAIRY LILLY CANDLES,315,690.24,14,22.5,160,1680.0,157.5,Healthy
72753B,S/3 FLWR FAIRY LAVENDER CANDLES,445,957.73,14,31.785714285714285,160,1680.0,222.5,Healthy
72753C,S/3 FLWR FAIRY ROSE CANDLES,43,107.68,6,7.166666666666667,16,168.0,50.16666666666667,Restock Soon
72753D,S/3 FLWR FAIRY SUMMER CANDLES,144,302.40000000000003,9,16.0,72,756.0,112.0,Healthy
72754A,FLOWER FAIRY POTPOURRI CUSHION LILY,292,201.24,5,58.4,180,1890.0,408.8,Restock Soon
72754B,F FAIRY POTPOURRI CUSHIONS LAVENDER,170,137.54,8,21.25,36,378.0,148.75,Healthy
72754D,F FAIRY POTPOURRI CUSHIONS SUMMER,1,1.69,1,1.0,1,10.5,7.0,Restock Soon
72755C,FLOWER FAIRY OIL BURNER SET ROSE,592,767.0,14,42.285714285714285,160,1680.0,296.0,Healthy
72755D,FLOWER FAIRY OIL BURNER SET SUMMER,533,693.25,13,41.0,160,1680.0,287.0,Healthy
72756, FAIRY CAKE CANDLES,153,202.05,2,76.5,108,1134.0,535.5,Restock Soon
72756,FAIRY CAKE CANDLES,3859,5257.43,127,30.626984126984127,1080,11340.0,214.38888888888889,Healthy
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1305,12424.16,348,3.760806916426513,104,1092.0,26.32564841498559,Healthy
72771B,BURG FLOCK GOLD CUP/CANDLE ,117,56.9,8,14.625,67,703.5,102.375,Healthy
72771C,BLACK FLOCK GOLD CANDLE,54,42.08,6,9.0,24,252.0,63.0,Restock Soon
72772,SET/4 SCENTED CANDLES IN RAMEKINS,457,615.84,9,50.77777777777778,284,2982.0,355.44444444444446,Healthy
72779,SET/6 BLACK ROSE T-LIGHT CANDLES,48,81.12,15,3.2,12,126.0,22.400000000000002,Healthy
72780,BLACK SILOUETTE CANDLE PLATE,377,301.73,24,15.708333333333334,96,1008.0,109.95833333333334,Healthy
72781,BLACK SILOUETTE CANDLE PLATE ,121,229.5,15,8.066666666666666,48,504.0,56.46666666666667,Healthy
72783,BLACK SIL'T SQU CANDLE PLATE ,27,56.7,7,3.857142857142857,12,126.0,27.0,Healthy
72785A,S/4 CONTEMPORY PINK ROSEBUD CANDLES,8,16.8,4,2.0,3,31.5,14.0,Restock Soon
72785B,S/4 CONTEMPORY RED ROSEBUD CANDLES,9,10.9,3,3.0,5,52.5,21.0,Restock Soon
72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,122,461.53,45,2.7111111111111112,16,168.0,18.977777777777778,Healthy
72793,BLACK BOX MIRROR LANTERN,55,268.75,10,5.5,21,220.5,38.5,Healthy
72796A,S/3 ENGLISH LAVENDER SQU CANDLE,11,18.15,5,2.2,5,52.5,15.400000000000002,Restock Soon
72796B,S/3 FRENCH VANILLA SQU CANDLE,27,44.55,12,2.25,7,73.5,15.75,Healthy
72796C,S/3 ROSE GARDEN SCENT SQU CANDLE,1,1.65,1,1.0,1,10.5,7.0,Restock Soon
72798C,SET/4 GARDEN ROSE DINNER CANDLE,22,43.21,13,1.6923076923076923,6,63.0,11.846153846153847,Healthy
72799A,BLACK PILLAR CANDLE SILVER FLOCK,612,877.8000000000001,18,34.0,240,2520.0,238.0,Healthy
72799B,PURPLE PILLAR CANDLE BLACK FLOCK,322,467.71000000000004,16,20.125,240,2520.0,140.875,Healthy
72799C,PINK PILLAR CANDLE SILVER FLOCK,390,653.63,29,13.448275862068966,240,2520.0,94.13793103448276,Healthy
72799D,BLUE PILLAR CANDLE SILVER FLOCK,78,260.67,18,4.333333333333333,24,252.0,30.333333333333332,Healthy
72799E,IVORY PILLAR CANDLE SILVER FLOCK,807,1761.5800000000002,109,7.4036697247706424,240,2520.0,51.825688073394495,Healthy
72799F,IVORY PILLAR CANDLE GOLD FLOCK,990,1688.98,77,12.857142857142858,480,5040.0,90.0,Healthy
72800A,S/4 BLACK DINNER CANDLE SILVER FLOC,674,743.26,46,14.652173913043478,252,2646.0,102.56521739130434,Healthy
72800B, 4 PURPLE FLOCK DINNER CANDLES,207,298.11,21,9.857142857142858,36,378.0,69.0,Healthy
72800B,S/4 PURPLE DINNER CANDLE BLK FLOCK,650,728.6700000000001,34,19.11764705882353,252,2646.0,133.8235294117647,Healthy
72800C,4 PINK DINNER CANDLE SILVER FLOCK,136,170.73000000000002,15,9.066666666666666,36,378.0,63.46666666666667,Healthy
72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,394,494.39,28,14.071428571428571,252,2646.0,98.5,Healthy
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,138,289.56,20,6.9,36,378.0,48.300000000000004,Healthy
72800D,S/4 BLUE DINNER CANDLE SILVER FLOCK,418,534.58,36,11.61111111111111,252,2646.0,81.27777777777777,Healthy
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,898,1529.23,158,5.719745222929936,72,756.0,40.038216560509554,Healthy
72800F,4 IVORY DINNER CANDLES GOLD FLOCK,822,1060.19,67,12.454545454545455,468,4914.0,87.18181818181819,Healthy
72801C,4 ROSE PINK DINNER CANDLES,404,188.79999999999998,10,40.4,240,2520.0,282.8,Healthy
